ngram	global_tfidf_sum
مشمول امتیاز بررسی	0.200087
نشده ریال ریال	0.200087
نمایش دوره	0.200087
نمایش دوره جهت	0.200087
واکاوی قرار مانده	0.200087
وضعیت ورود	0.200087
وضعیت ورود شماره	0.200087
پرداختی انفرادی ریال	0.200087
پرداختی انفرادی عقد	0.200087
معرفی وثیقه پردازش	0.200087
پیگیری شماره قرارداد	0.200080
برگشت هزینه	0.200030
برگشت هزینه قانونی	0.200030
اشتراکی مسدود	0.199983
وضعیت چک تاریخ	0.199824
ریال تراکنش	0.199823
ریال تراکنش بانکی	0.199823
مشتری حقیقی درج	0.199803
انسداد برگشت	0.199767
انسداد برگشت عملیات	0.199767
برگشت عملیات حساب	0.199767
تاریخ واریز ماه	0.199767
حساب دولتی عملیات	0.199767
حساب مبلغ زمان	0.199767
دلایل حساب مسدودی	0.199767
دولتی عملیات	0.199767
دولتی عملیات واریز	0.199767
رفع انسداد برگشت	0.199767
زمان رفع انسداد	0.199767
صورتی تاریخ واریز	0.199767
عملیات حساب دولتی	0.199767
عملیات واریز روزهای	0.199767
ماه گذشته اخذ	0.199767
مبلغ زمان رفع	0.199767
واریز روزهای گذشته	0.199767
واریز ماه	0.199767
واریز ماه گذشته	0.199767
گذشته اخذ	0.199767
گذشته اخذ مجوز	0.199767
حمل فرم	0.199758
ایجاد ورود	0.199708
ایجاد ورود شماره	0.199708
کلید ایجاد ورود	0.199708
صرفا کلید	0.199665
اصلاحیه اصلاحیه	0.199645
اصلاحیه ثبت	0.199645
فرمهای مربوطه	0.199645
بابت حج بابت	0.199620
بابت خدمات	0.199620
بابت خدمات بورس	0.199620
بابت شارژ بابت	0.199620
حج بابت	0.199620
حج بابت شارژ	0.199620
خدمات بورس	0.199620
ذیل نمایش	0.199620
ذیل نمایش بابت	0.199620
رفع مسدودی موارد	0.199620
شارژ بابت	0.199620
شارژ بابت خدمات	0.199620
مسدودی موارد ذیل	0.199620
موارد ذیل نمایش	0.199620
نمایش بابت حج	0.199620
غیرفعال صورت بررسی	0.199572
تخفیف کارمزد وضعیت	0.199545
کارمزد وضعیت	0.199545
مادر شعبه	0.199542
نماید مجددا	0.199518
استمهال امهال مطالبات	0.199506
اطلاعیه برداشت حساب	0.199506
الوصول قراردادهای	0.199506
الوصول قراردادهای مطالبات	0.199506
امهال مطالبات امهال	0.199506
امهال کرونا زلزله	0.199506
تسهیلات ریالی سرفصل	0.199506
تهاتر فراهم	0.199506
جهت تسهیلات ریالی	0.199506
حساب ضامن میسر	0.199506
دولت تهاتر فراهم	0.199506
ذکر قرارداهایی	0.199506
ذکر قرارداهایی استمهال	0.199506
ریالی سرفصل	0.199506
ریالی سرفصل مطالباتی	0.199506
زلزله کشاورزی	0.199506
زلزله کشاورزی برداشت	0.199506
سرفصل مطالباتی سررسید	0.199506
قرارداهایی	0.199506
قرارداهایی استمهال	0.199506
قرارداهایی استمهال امهال	0.199506
مشکوک الوصول قراردادهای	0.199506
مطالبات امهال	0.199506
مطالبات امهال کرونا	0.199506
کرونا زلزله	0.199506
کرونا زلزله کشاورزی	0.199506
کشاورزی برداشت	0.199506
کشاورزی برداشت حساب	0.199506
اختیارات مدیر امور	0.199503
اداره اعتبارات جهت	0.199503
اداری مالی ریالی	0.199503
اطلاعیه جهت کمیته	0.199503
اعتبارات جهت اداره	0.199503
اعتبارات رئیس گروه	0.199503
اعتبارات معاون ریالی	0.199503
اعتباری جانشین مدیر	0.199503
اعتباری ریالی	0.199503
اعتباری ریالی شعبه	0.199503
اعتباری شعبه ذیربط	0.199503
اعضای کمیته اعتباری	0.199503
الی کاربران	0.199503
الی کاربران تصویب	0.199503
امور شعبه مستق	0.199503
بالاتر مدیریت	0.199503
بالاتر مدیریت شعب	0.199503
تصویب شعبه	0.199503
تصویب شعبه کد	0.199503
جانشین درجه	0.199503
جانشین درجه شعبه	0.199503
جانشین رئیس معاون	0.199503
جانشین صورت	0.199503
جانشین صورت حضور	0.199503
جانشین مدیر	0.199503
جانشین مدیر امور	0.199503
جانشین معاون اداره	0.199503
جانشین معاون اداری	0.199503
جانشین معاون شعبه	0.199503
جانشین نقش	0.199503
جانشین نقش کاربر	0.199503
جانشین کد	0.199503
جانشین کد کاربر	0.199503
حضور رئیس	0.199503
حضور رئیس شعبه	0.199503
درجه الی کاربران	0.199503
ذیربط جانشین	0.199503
ذیربط جانشین صورت	0.199503
رئیس حوزه کد	0.199503
رئیس شعبه رییس	0.199503
رئیس شعبه ظفر	0.199503
رئیس شعبه معان	0.199503
رئیس شعبه پرونده	0.199503
ریالی شعبه کد	0.199503
شعب درجه الی	0.199503
شعب رئیس شعبه	0.199503
شعب ممتاز کاربران	0.199503
شعب کاربران تصویب	0.199503
شعبه ذیربط	0.199503
شعبه ذیربط جانشین	0.199503
شعبه ظفر شعب	0.199503
شعبه ظفر کد	0.199503
شعبه مستق	0.199503
شعبه مستق مرکزی	0.199503
شعبه معان	0.199503
شعبه معان ریالی	0.199503
شعبه پرونده مرجع	0.199503
شماره پرسنلی متقاضی	0.199503
صورت حضور رئیس	0.199503
ظفر شعب	0.199503
ظفر شعب کاربران	0.199503
ظفر کد	0.199503
ظفر کد نقش	0.199503
مالی ریالی	0.199503
مالی ریالی کد	0.199503
متقاضی جانشین درجه	0.199503
متقاضی جانشین نقش	0.199503
متقاضی جانشین کد	0.199503
مدیر شعب رئیس	0.199503
مدیر شعب کد	0.199503
مدیریت شعب مستقل	0.199503
مرجع بالاتر مدیریت	0.199503
مستق	0.199503
مستق مرکزی	0.199503
مستق مرکزی مدیر	0.199503
مستقل مرکزی مدیر	0.199503
معان	0.199503
معان ریالی	0.199503
معان ریالی کد	0.199503
معاون اداره	0.199503
معاون اداره اعتبارات	0.199503
معاون اعتباری جانشین	0.199503
معاون اعتباری ریالی	0.199503
ممتاز کاربران	0.199503
ممتاز کاربران تصویب	0.199503
نقش اعضای	0.199503
نقش اعضای کمیته	0.199503
نقش کاربر متقاضی	0.199503
نقش کاربران تصویب	0.199503
پرسنلی متقاضی	0.199503
پرسنلی متقاضی جانشین	0.199503
پرونده مرجع	0.199503
پرونده مرجع بالاتر	0.199503
کاربران تصویب شعبه	0.199503
کد نقش اعضای	0.199503
کد نقش کاربران	0.199503
کد کاربر متقاضی	0.199503
گروه اعتبارات معاون	0.199503
ستاد پردازش تایید	0.199488
چک صورت صورت	0.199326
لطفا اصلاح مشخصات	0.199288
گذشت سال	0.199247
اشتراکی مجوز صدور	0.199216
الکترونیک فعال صورتی	0.199216
برداشت تاریخ امضاء	0.199216
تاریخ امضاء شرایط	0.199216
فعال صورتی حساب	0.199216
فیلد مجوزها	0.199216
فیلد مجوزها بررسی	0.199216
مجوزها بررسی	0.199216
مجوزها بررسی مجوز	0.199216
مشتری مجوز صدور	0.199216
اقدام اعضای	0.199206
حقوقی فاقد مشتری	0.199206
حقیقی نشده	0.199206
حقیقی نشده خطای	0.199206
فاقد مشتری	0.199206
فاقد مشتری حقیقی	0.199206
مشتری حقیقی نشده	0.199206
صورتی پردازش استعلام	0.199188
اقدام نکته	0.199135
انجام سقف	0.199131
ارز حاصل	0.199125
واریز حساب واریز	0.199106
آدرس اشتباه	0.199081
آدرس اشتباه سیستم	0.199081
آدرس پستی متناظر	0.199081
اشتباه سیستم	0.199081
اشتباه سیستم طریق	0.199081
ثبت آدرس اشتباه	0.199081
حضور مشتری	0.199081
حضور مشتری آدرس	0.199081
دعوتنامه اقدام نمود	0.199081
دعوتنامه دلیل	0.199081
دعوتنامه دلیل حضور	0.199081
دلیل حضور	0.199081
دلیل حضور مشتری	0.199081
صورت عودتی	0.199081
صورت عودتی نمایش	0.199081
صورتیکه وضعیت صورت	0.199081
عودت دعوتنامه دلیل	0.199081
عودتی نمایش معنی	0.199081
متناظر کد	0.199081
متناظر کد پستی	0.199081
مجدد دعوتنامه اقدام	0.199081
مشتری آدرس پستی	0.199081
معنی عودت	0.199081
معنی عودت دعوتنامه	0.199081
نمایش معنی عودت	0.199081
وضعیت صورت عودتی	0.199081
پستی ثبت آدرس	0.199081
پستی متناظر	0.199081
پستی متناظر کد	0.199081
چک ارسال مجدد	0.199081
کد پستی ثبت	0.199081
اطلاعیه سقف حضوری	0.199078
حضوری مبتنی	0.199078
حضوری مبتنی حساب	0.199078
سقف حضوری مبتنی	0.199078
ورود صحیح	0.199069
دریافت نشده دریافتی	0.199065
نشده دریافتی	0.199065
نشده دریافتی تخفیف	0.199065
آخر مشتری	0.199048
آخر مشتری یکسان	0.199048
بررسی بک	0.199048
بررسی بک آفیس	0.199048
خدمات طبقه فعلی	0.199048
طبقه فعلی بررسی	0.199048
فعلی بررسی پردازش	0.199048
قبلی بررسی	0.199048
قبلی بررسی بک	0.199048
کارت قبلی بررسی	0.199048
گردش آخر مشتری	0.199048
صورتیکه سابقا بازخرید	0.199033
مانده جهت بازخرید	0.199033
عنایت پردازش	0.198987
پویا رمز کارت	0.198951
درخواست توسط مشتری	0.198946
نفر اعضای	0.198942
نفر اعضای حساب	0.198942
خالی صورت بررسی	0.198894
مجوز خالی صورت	0.198894
مجوز خالی پردازش	0.198894
فراگیر شماره مدرک	0.198850
تاریخ تایید جهت	0.198848
تایید جهت مشاهده	0.198848
مشاهده کاربر اسکن	0.198848
نموده گزینه	0.198783
ورشکسته	0.198627
ملت وضعیت سابقه	0.198586
حواله ساتنا صدور	0.198543
ساتنا صدور	0.198543
ساتنا صدور حواله	0.198543
بررسی شماره فراگیر	0.198483
عملیاتی کاربران	0.198407
اشتراکی چنانچه	0.198355
اشتراکی چنانچه سامانه	0.198355
بانکداری تجاری فعال	0.198355
تجاری فعال صورت	0.198355
حقوقی اشتراکی چنانچه	0.198355
حقوقی چنانچه	0.198355
حقوقی چنانچه سامانه	0.198355
مشتری حقوقی چنانچه	0.198355
bm طریق پردازش	0.198352
estelam bm طریق	0.198352
بررسی سامانه estelam	0.198352
صحت شماره بن	0.198270
حساب انجام پردازش	0.198249
بانک مرکزی مانده	0.198238
مرکزی مانده	0.198238
مرکزی مانده بدهی	0.198238
ضمانتنامه مربوطه	0.198225
نماید وضعیت	0.198217
افزایش صورت بررسی	0.198191
مربوطه دریافت	0.198171
پرداخت مانده انتقالی	0.198109
اینترنتی منوی مدیریت	0.198108
کارت صحت شماره	0.198082
ریالی دریافت مجوز	0.198072
اصلاح صرفا	0.198059
اصلاح صرفا زمان	0.198059
افتتاح طریق گزینه	0.198059
تمدید سپرده میسر	0.198059
زمان مقطع	0.198059
زمان مقطع واریز	0.198059
سررسید تمدید سپرده	0.198059
سود بلند مدتی	0.198059
سود زمان واریز	0.198059
سود صورتی	0.198059
سود صورتی واریز	0.198059
سود ماهانه سررسید	0.198059
صرفا زمان	0.198059
صرفا زمان مقطع	0.198059
صورتی واریز	0.198059
صورتی واریز سود	0.198059
طریق گزینه اصلاح	0.198059
ماهانه سررسید	0.198059
ماهانه سررسید تمدید	0.198059
واریز سود بلند	0.198059
واریز سود زمان	0.198059
واریز سود صورتی	0.198059
واریز سود ماهانه	0.198059
گزینه اصلاح صرفا	0.198059
کاربر مجدد	0.198037
تخصیص شماره کارت	0.197990
شرح ذیل ثبت	0.197967
مرحله آخر	0.197937
روز اعطای تسهیلات	0.197897
انواع مشتریان حقوقی	0.197895
فرا	0.197829
آنی کارت پردازش	0.197796
ضامن انتخاب اطلاعات	0.197776
سرویس حسابهای	0.197645
کار فعال پردازش	0.197642
اطلاعیه تخصیص چک	0.197606
جهت تخصیص چک	0.197606
نمایید مشتری	0.197552
اطلاعیه اصلاح انسداد	0.197496
اقدام انسداد چک	0.197496
انسداد اقدام انسداد	0.197496
انسداد چک درخواست	0.197496
انسداد چک دستور	0.197496
حاضر زمان رفع	0.197496
درخواست مشتری دستور	0.197496
رفع مشکل بانک	0.197496
زمان رفع مشکل	0.197496
صیاد حاضر زمان	0.197496
قضایی چنانچه	0.197496
قضایی چنانچه چک	0.197496
مراجع قضایی چنانچه	0.197496
مسدود سامانه صیاد	0.197496
مشتری دستور	0.197496
مشتری دستور مراجع	0.197496
مشکل بانک مرکزی	0.197496
چنانچه چک مسدود	0.197496
چک درخواست مشتری	0.197496
نماید صورت انتخاب	0.197451
تاریخ صدور بانک	0.197422
صورت فیزیک کارت	0.197391
فعال صدور	0.197360
تمدید ثبت صورتی	0.197347
متاثر تسویه	0.197234
متاثر تسویه کسری	0.197234
کاربر متاثر تسویه	0.197234
صورت ثبت اسناد	0.197229
دولت سرفصل	0.197200
مطالبات دولت سرفصل	0.197200
برگ خام نزد	0.197113
خطای برگ خام	0.197113
اطلاعیه دارندگان کارت	0.197098
اقدام نمایند انجام	0.197098
ایستا انجام	0.197098
ایستا انجام حضور	0.197098
ایستا پایان	0.197098
ایستا پایان دریافت	0.197098
بانک ملت قادرند	0.197098
حضور کارت اقدام	0.197098
حضور کارت نیازمند	0.197098
دارندگان کارت بانک	0.197098
رمز ایستا انجام	0.197098
رمز ایستا پایان	0.197098
رمز مبالغی	0.197098
رمز مبالغی ریال	0.197098
رمز پویا یکبار	0.197098
روز استفاده	0.197098
روز استفاده رمز	0.197098
ریال روز استفاده	0.197098
ریال صرفا طریق	0.197098
سقف ریال روز	0.197098
صرفا طریق رمز	0.197098
طریق رمز پویا	0.197098
قادرند	0.197098
قادرند مجموع	0.197098
قادرند مجموع سقف	0.197098
مبالغی ریال	0.197098
مبالغی ریال صرفا	0.197098
مجموع سقف	0.197098
مجموع سقف ریال	0.197098
ملت قادرند	0.197098
ملت قادرند مجموع	0.197098
نمایند انجام حضور	0.197098
نیازمند رمز مبالغی	0.197098
پویا یکبار	0.197098
پویا یکبار مصرف	0.197098
کارت اقدام نمایند	0.197098
کارت نیازمند	0.197098
کارت نیازمند رمز	0.197098
انسداد حساب بررسی	0.197078
فراموش	0.197002
نادرست کد	0.196989
ردیف انتخاب	0.196945
ثبت پردازش تحویل	0.196899
قرارداد تکلیف ذکر	0.196894
استعلام اصلاح	0.196857
ایجاد صورت بررسی	0.196841
فاقد نماینده	0.196780
لزوم طریق پردازش	0.196757
نمایش ذکر صورتی	0.196754
سوء بانک ملت	0.196729
مرکزی رفع سوء	0.196729
روزی حساب	0.196683
گزینه نقد	0.196616
فیزیکی مرحله	0.196608
پیشرفت فیزیکی مرحله	0.196608
حسابی درخواست	0.196600
خارجی ذکر	0.196575
نمایش نشده	0.196522
سابقا ابطال گردیده	0.196493
انتقالی روز	0.196402
صورت مکانیزه مانده	0.196402
مانده انتقالی روز	0.196402
مانده گزارش وضعیت	0.196402
مکانیزه مانده	0.196402
مکانیزه مانده طریق	0.196402
گزارش مانده گزارش	0.196402
رفع مشکل موارد	0.196334
مشکل موارد	0.196334
مشکل موارد بررسی	0.196334
قرارداد تنظیم	0.196295
قرارداد تنظیم پیشنهاد	0.196295
مشتری غیرفعال	0.196235
تمکن مالی کاربر	0.196214
سرویس مربوطه کلمه	0.196114
مربوطه کلمه	0.196114
مربوطه کلمه عبور	0.196114
انتقالی کاربر ثبت	0.196098
جهت ارسال دعوتنامه	0.196071
صورت قبول	0.196018
صورت قبول پاسخ	0.196018
قبول پاسخ	0.196018
قبول پاسخ استعلام	0.196018
ملت بانک	0.195983
خطای بانکداری	0.195918
خطای بانکداری اینترنتی	0.195918
پیغام خطای بانکداری	0.195918
ارزی شعبه مطابق	0.195816
اصلی ساماه	0.195816
اصلی ساماه بانکداری	0.195816
بررسی صورتی بیمه	0.195816
بیمه کمتر مانده	0.195816
جام بررسی صورتی	0.195816
دریافت صفحه اصلی	0.195816
ساماه	0.195816
ساماه بانکداری	0.195816
ساماه بانکداری متمرکز	0.195816
صفحه اصلی ساماه	0.195816
صورتی بیمه کمتر	0.195816
کمتر مانده صندوق	0.195816
استعلام استفاده نمایید	0.195779
موجودی برگشتی	0.195761
رد نماید	0.195736
دریافت وضعیت بن	0.195702
کدپستی اطلاعات	0.195642
اندازه مبلغ حساب	0.195592
عملیات بررسی صورتی	0.195563
استعلام مثبت خطای	0.195563
مثبت خطای	0.195563
مثبت خطای دریافت	0.195563
دریافت عنایت سامانه	0.195561
مالیاتی پاسخ	0.195508
مالیاتی پاسخ استعلام	0.195508
اقدام پیشنهاد	0.195457
اقدام پیشنهاد تمدید	0.195457
بابت موجودی	0.195457
بابت موجودی حساب	0.195457
بازپرداخت طریق سرفصل	0.195457
بدهکاران تامین اقدام	0.195457
بررسی تمدید	0.195457
بررسی تمدید بیمه	0.195457
بیمه هزینه	0.195457
بیمه هزینه قانونی	0.195457
تامین اقدام	0.195457
تامین اقدام پیشنهاد	0.195457
تامین گردیده طریق	0.195457
تمدید بیمه هزینه	0.195457
قانونی قرارداد مشتری	0.195457
قرارداد بررسی تمدید	0.195457
قرارداد مشتری بابت	0.195457
مشتری بابت موجودی	0.195457
گواهی صادر	0.195407
الکترونیکی انجام	0.195373
چک الکترونیکی انجام	0.195373
وثایق سپرده	0.195352
خطای دوره خرید	0.195331
توسط شعبه صورت	0.195320
دعوتنامه جهت	0.195257
دعوتنامه جهت بررسی	0.195257
حواله ساتنا جهت	0.195197
ساتنا جهت	0.195197
بررسی وشود	0.195139
بررسی وشود کاربر	0.195139
تمکن مالی صورتی	0.195139
ثبت پردازش گواهی	0.195139
دسترسی ذکر شعب	0.195139
ذکر شعب ریالی	0.195139
رئیس شعب ارزی	0.195139
ریالی ثبت پردازش	0.195139
شعب ریالی ثبت	0.195139
صرفا رئیس شعب	0.195139
مالی صورتی	0.195139
مالی صورتی پردازش	0.195139
وشود	0.195139
وشود کاربر	0.195139
وشود کاربر فعال	0.195139
پردازش صرفا رئیس	0.195139
پردازش گواهی تمکن	0.195139
کاربران بررسی وشود	0.195139
اوراق ودیعه	0.195121
بررسی منظوراصلاح	0.195121
بررسی منظوراصلاح ستون	0.195121
شغلی بررسی منظوراصلاح	0.195121
فراهم گردید طریق	0.195121
منظوراصلاح	0.195121
منظوراصلاح ستون	0.195121
منظوراصلاح ستون چپ	0.195121
مشاهده نمونه	0.195071
دستیار	0.195056
شعب شرح	0.195056
شعب شرح ذیل	0.195056
شناسه نامه کاربران	0.195056
نامه کاربران	0.195056
نامه کاربران شرایط	0.195056
لغو درخواست انتخاب	0.195024
مشتری کارگزاری گزینه	0.195024
کارگزاری گزینه	0.195024
کارگزاری گزینه لغو	0.195024
گزینه لغو	0.195024
گزینه لغو درخواست	0.195024
مرحله دریافت مشتری	0.194947
موقت نمایش پردازش	0.194913
خودداری نمایند ذکر	0.194911
کسری پردازش	0.194872
کسری پردازش کسری	0.194872
ابطال صرفا	0.194822
سوخت کارت	0.194792
کارت سوخت کارت	0.194792
تاریخ عددی درج	0.194790
تقلیل تاریخ	0.194790
تقلیل تاریخ سیستم	0.194790
درج نشده	0.194790
درج نشده صرفا	0.194790
سررسید ضمانتنامه تقلیل	0.194790
سیستم نمایش کسر	0.194790
سیستم کاهش	0.194790
سیستم کاهش قرارداد	0.194790
صرفا فیلد	0.194790
صرفا فیلد مبلغ	0.194790
ضمانتنامه تقلیل تاریخ	0.194790
ضمانتنامه فیلد تاریخ	0.194790
عددی درج نشده	0.194790
فیلد تاریخ عددی	0.194790
فیلد مبلغ مقداردهی	0.194790
قرارداد سیستم نمایش	0.194790
قرارداد مدتی	0.194790
قرارداد مدتی سیستم	0.194790
قصد کاهش قرارداد	0.194790
قصد کاهش مبلغ	0.194790
مبلغ مقداردهی	0.194790
مبلغ مقداردهی چنانچه	0.194790
مدتی سیستم	0.194790
مدتی سیستم کاهش	0.194790
مقداردهی چنانچه	0.194790
مقداردهی چنانچه قصد	0.194790
نشده صرفا	0.194790
نشده صرفا فیلد	0.194790
چنانچه قصد	0.194790
چنانچه قصد کاهش	0.194790
کاربر قصد کاهش	0.194790
کاهش قرارداد سیستم	0.194790
کاهش قرارداد مدتی	0.194790
سوخت مشاهده	0.194709
کارت سوخت مشاهده	0.194709
سررسید قرارداد JOB	0.194673
قرارداد JOB	0.194673
قرارداد JOB شبانگاهی	0.194673
JOB شبانگاهی حساب	0.194647
بابت مشتری حقیقی	0.194614
خطا شرح خطا	0.194591
ملت بدهی	0.194561
تسهیلات ارسال طریق	0.194521
حساب صاحب تسهیلات	0.194521
صاحب تسهیلات ارسال	0.194521
واریز حساب صاحب	0.194521
مذکور پایان	0.194508
مذکور پایان روز	0.194508
حساب تامین موجودی	0.194482
حقوقی جهت تحویل	0.194466
ریز واریز واریز	0.194448
مسدودی خارج صورت	0.194406
عملیات انجام ذکر	0.194366
بانک ملت شرح	0.194322
ورود درگاه	0.194320
قرارداد پردازش اصلاح	0.194165
اصلاح حذف صورتی	0.194133
مذکور اقدام نماید	0.194076
بررسی صورتیکه گوشی	0.194054
مبلغ احتساب تخفیف	0.194050
بصورت قبلا	0.194042
درپردازش تحویل	0.194042
درپردازش تحویل هدیه	0.194042
عادی تحویل شعبه	0.194042
هدیه عادی	0.194042
هدیه عادی تحویل	0.194042
هدیه کارت بصورت	0.194042
کارت بصورت قبلا	0.194042
کارت هدیه عادی	0.194042
شماره قرارداد نام	0.193979
المثنی امتحان نماید	0.193965
اینصورت کاربر شعبه	0.193965
د اینصورت کاربر	0.193965
شعبه شناسنامه	0.193965
شعبه شناسنامه اصلی	0.193965
کاربر شعبه شناسنامه	0.193965
وضعیت چک دریافت	0.193946
بدین کاربر بایستی	0.193835
تک کاربره سامانه	0.193835
شعبه فراهم گردیده	0.193835
فراهم گردیده بدین	0.193835
نسخه شعبه فراهم	0.193835
کاربره سامانه	0.193835
کاربره سامانه بانکداری	0.193835
گردیده بدین	0.193835
گردیده بدین کاربر	0.193835
خام صرفا	0.193821
مربوطه اقدام خطای	0.193771
دریافت نگردد	0.193670
انتقالی حساب واریز	0.193572
روز سررسید سود	0.193572
سررسید سود سپرده	0.193572
سود سپرده شرح	0.193572
سپرده شرح	0.193572
سپرده شرح واریز	0.193572
واریز انتقالی حساب	0.193572
مجوز مغایرت	0.193571
میسر طریق ثبت	0.193550
جهت درخواست هدیه	0.193518
صیاد جهت تکلیف	0.193488
مبلغ ارزش ترهین	0.193472
محاسبه حساب	0.193365
ارسال صورت دریافت	0.193265
ارسالی پردازش گزارش	0.193265
اسنادی داخلی تست	0.193265
خطا ردیف	0.193265
خطا ردیف ارسالی	0.193265
داخلی تست	0.193265
دریافت خطا ردیف	0.193265
ردیف ارسالی پردازش	0.193265
عملکرد قرارداد گشایش	0.193265
مجدد پردازش سپام	0.193265
گشایش پیام	0.193265
حساب کارت وضعیت	0.193244
بازیابی اطلاعات انتخاب	0.193242
پاسخ سرویس	0.193231
نرخ سپرده	0.193220
حسابهای مسدود	0.193215
اضافه پاک بررسی	0.193118
بررسی فیلدهای	0.193118
بررسی فیلدهای شماره	0.193118
بصورت صحیح مقداردهی	0.193118
تلفن پردازش	0.193118
شماره موبایل تلفن	0.193118
صحیح مقداردهی	0.193118
صحیح مقداردهی صورت	0.193118
فیلدهای شماره موبایل	0.193118
مقداردهی صورت	0.193118
موبایل تلفن	0.193118
موبایل تلفن پردازش	0.193118
پاک بررسی	0.193118
پاک بررسی فیلدهای	0.193118
کار اقدام	0.192923
ورود سایت بانکداری	0.192914
بررسی صورتی رفع	0.192857
مجدد پردازش درخواست	0.192854
بررسی سامانه تسهیلات	0.192823
خطای مبلغ وارده	0.192791
مبلغ وارده	0.192791
سامانه بررسی	0.192774
مرتبط حساب وضعیت	0.192741
اشتباه صورتی	0.192665
صورتی درخواست پیشنهاد	0.192639
صدور کارت تحویل	0.192625
اسنادی تاریخ سررسید	0.192616
کار صورت	0.192573
کار صورت رفع	0.192573
کسب کار صورت	0.192573
حذف درخواست صورتی	0.192552
دریافت اعضای	0.192390
درخواست حالت	0.192328
صرفا بایستی	0.192165
نیازی تحویل	0.192096
واحد وارده تایید	0.192082
وارده ثبت قطعی	0.192082
کارت صدور المثنی	0.192069
الکترونیک وضعیت ردیف	0.192044
ردیف فروش بررسی	0.192044
فروش بررسی	0.192044
فروش بررسی صورت	0.192044
bm ارسال پاسخ	0.192033
ارزی نامه	0.192033
ارزی نامه تایید	0.192033
ارسال پاسخ موقت	0.192033
ایجاد مسیر	0.192033
ایجاد مسیر سامانه	0.192033
زمان ایجاد مسیر	0.192033
سپرده ارزی درخواست	0.192033
سپرده ارزی نامه	0.192033
مسیر سامانه وندیا	0.192033
موقت زمان	0.192033
موقت زمان ایجاد	0.192033
پاسخ موقت زمان	0.192033
استعلام مثبت طریق	0.191949
استعلامات اعضا	0.191949
استعلامات اعضا بررسی	0.191949
برگشتی تکلیف ذکر	0.191949
تکلیف ذکر حساب	0.191949
حساب حقوقی استعلامات	0.191949
حقوقی استعلامات	0.191949
حقوقی استعلامات اعضا	0.191949
ذکر حساب حقوقی	0.191949
مشتری انتخاب گزینه	0.191862
صدور شماره تاریخ	0.191861
اقدام هدیه	0.191774
جهت انتقال قطعی	0.191690
مذکور گزارش صورتحساب	0.191632
بلاتکلیف ارسال مجدد	0.191611
تکلیف صورت بلاتکلیف	0.191611
تکلیف نشده ضمانتنامه	0.191611
ضمانتنامه تکلیف صورت	0.191611
نشده ضمانتنامه	0.191611
نشده ضمانتنامه تکلیف	0.191611
تمدید صورتیکه	0.191566
ورود شماره انتظامی	0.191551
نموده انتخاب	0.191530
احوال مردود نامشخص	0.191462
استعلام مشتری ثبت	0.191462
خطای وضعیت پاسخ	0.191462
مردود نامشخص	0.191462
آفیس مدیریت	0.191407
آفیس مدیریت ابطال	0.191407
اداره انفورماتیک اعلام	0.191407
اعلام نمایند وضعیت	0.191407
انفورماتیک اعلام	0.191407
انفورماتیک اعلام نمایند	0.191407
بک آفیس مدیریت	0.191407
تلفنی اداره	0.191407
تلفنی اداره انفورماتیک	0.191407
تماس تلفنی	0.191407
تماس تلفنی اداره	0.191407
مدیریت ابطال	0.191407
مدیریت ابطال مجدد	0.191407
نمایند وضعیت کارت	0.191407
جانشین رییس حوزه	0.191316
حوزه متمرکز کد	0.191316
رئیس شعبه اجباری	0.191316
رییس حوزه متمرکز	0.191316
شعبه اجباری	0.191316
شعبه اجباری کد	0.191316
متمرکز کد نقش	0.191316
مدیریت شعب اختصاصی	0.191316
مطالبات کد	0.191316
مطالبات کد نقش	0.191316
وصول مطالبات کد	0.191316
صورتی گشاینده ملت	0.191301
گذشته پردازش ثبت	0.191251
کد الی	0.191232
کارت نمایش مشکل	0.191167
ثبت گزینه	0.191149
اعضا منقضی	0.191027
اجرای پردازش اسناد	0.191004
بانکی ثبت اجرای	0.191004
ثبت اجرای پردازش	0.191004
صحت نقش	0.191003
صحت نقش کاربر	0.191003
وضعیت کارت سوییچ	0.190964
کارت سوییچ انجام	0.190964
XXXX	0.190914
XXXX روشهای	0.190914
XXXX روشهای ذیل	0.190914
اعتبار فعالسازی	0.190914
اعتبار فعالسازی ارسال	0.190914
تاریخ اعتبار فعالسازی	0.190914
جهت کارت توسط	0.190914
ذیل فعال نمایید	0.190914
روشهای ذیل فعال	0.190914
شماره XXXX	0.190914
شماره XXXX روشهای	0.190914
فعال نمایید ارسال	0.190914
فعالسازی ارسال کد	0.190914
مشتری متن مشتری	0.190914
مشتری گرامی شماره	0.190914
نمایید ارسال عدد	0.190914
کارت شماره XXXX	0.190914
کد تاریخ اعتبار	0.190914
گرامی شماره	0.190914
گرامی شماره کارت	0.190914
نشده دریافت مطابق	0.190852
سود توسط	0.190842
ثبت مجوز تاسیس	0.190804
بهادار ناشر خطای	0.190782
ناشر خطای	0.190782
ناشر خطای شماره	0.190782
استعلام ارسال نگردیده	0.190754
روز استعلام ارسال	0.190754
پژواک گزارش تاریخچه	0.190754
مجاز چک	0.190680
مسدود ذکر	0.190609
بانکی حساب پرداخت	0.190558
حساب پرداخت چک	0.190558
تحویل مشتری صورتی	0.190449
RRN استفاده	0.190440
RRN استفاده اساس	0.190440
RRN شماره تراکنش	0.190440
